iter	MultiClass
362	0.02787159567
363	0.02782724721
364	0.02770980672
365	0.02766199531
366	0.02753083713
367	0.02742200653
368	0.02723338135
369	0.02715325072
370	0.02704918461
371	0.02697554635
372	0.0268648565
373	0.02674151612
374	0.02662132542
375	0.02652841815
376	0.02645484391
377	0.02633700033
378	0.0261959936
379	0.0261661753
380	0.02610876665
381	0.02600158377
382	0.02592559188
383	0.02582799142
384	0.02568165247
385	0.0255923044
386	0.02552495845
387	0.02544742534
388	0.02530220813
389	0.0251781181
390	0.02510102632
391	0.02501309614
392	0.02491593349
393	0.02484941613
394	0.02477869474
395	0.02475442203
396	0.02465767668
397	0.02457945431
398	0.02448074986
399	0.02435925533
400	0.02426792634
401	0.02423391036
402	0.024174297
403	0.02414423106
404	0.02405947552
405	0.02398193559
406	0.02391158393
407	0.02379259425
408	0.02371010287
409	0.02368610173
410	0.02360933601
411	0.02353278788
412	0.02343836798
413	0.02336130933
414	0.02321278025
415	0.02314526919
416	0.02307336638
417	0.02293681848
418	0.02288538649
419	0.0228261587
420	0.02279596536
421	0.02272233626
422	0.02257330727
423	0.02251277992
424	0.02241241699
425	0.02237758774
426	0.02232871275
427	0.02230328759
428	0.02224844697
429	0.02215424246
430	0.02201011221
431	0.02188148874
432	0.02185055808
433	0.02171822096
434	0.02161972232
435	0.02155269569
436	0.02154216635
437	0.02149883702
438	0.02142168316
439	0.02139033424
440	0.02134637089
441	0.02131208457
442	0.02127055209
443	0.02113122733
444	0.0210458992
445	0.02099548352
446	0.02091590302
447	0.02082854329
448	0.02077743534
449	0.02074583787
450	0.02067089114
451	0.0206325965
452	0.02061004608
453	0.02055298419
454	0.02051525098
455	0.02047184602
456	0.02043486525
457	0.02038508887
458	0.02030837572
459	0.02021831201
460	0.0201808172
461	0.02010016436
462	0.02002945033
463	0.0199412321
464	0.01988938913
465	0.0198469113
466	0.01978686797
467	0.01975573893
468	0.01969396255
469	0.01963205035
470	0.01959217048
471	0.01952562206
472	0.01947561435
473	0.01942445272
474	0.01938967405
475	0.01933318773
476	0.01930075315
477	0.01924546648
478	0.01916715051
479	0.01915098129
480	0.01909185325
481	0.019006559
482	0.01894671367
483	0.01888407401
484	0.01886359356
485	0.01882541406
486	0.01879948987
487	0.0187320108
488	0.01867446572
489	0.01865756623
490	0.01862378578
491	0.01858698187
492	0.01849424861
493	0.01845970618
494	0.01842108444
495	0.0183879357
496	0.01832736219
497	0.01829815121
498	0.01824930826
499	0.01820643947
500	0.01816214096
501	0.01809970088
502	0.01804312463
503	0.01796780056
504	0.0179414637
505	0.01787343932
506	0.0178024709
507	0.01774265849
508	0.01768552831
509	0.01765396637
510	0.01759139534
511	0.01756587414
512	0.01751775357
513	0.01746795452
514	0.01740583954
515	0.01735034991
516	0.017303657
517	0.01724730152
518	0.01721036401
519	0.01712930772
520	0.01708487872
521	0.01706788358
522	0.01702952665
523	0.01700280674
524	0.0169632876
525	0.01689157523
526	0.01683840421
527	0.01680603141
528	0.01676118833
529	0.01670634895
530	0.01664710501
531	0.01657209561
532	0.01654215209
533	0.01647221556
534	0.01644900584
535	0.01641941222
536	0.01640974041
537	0.01638060182
538	0.01635903379
539	0.01632512164
540	0.01626778516
541	0.01625542956
542	0.01623961878
543	0.01618196534
544	0.01616673612
545	0.01614096219
546	0.01610830906
547	0.01609661639
548	0.01605797111
549	0.01599053544
550	0.01595554614
551	0.01593970409
552	0.0159163956
553	0.01587676458
554	0.01584917359
555	0.0158073419
556	0.01573263113
557	0.01569130055
558	0.01566964409
559	0.01563232807
560	0.01558346062
561	0.0155638192
562	0.01551125349
563	0.01545963174
564	0.01543065791
565	0.01538019603
566	0.01535697309
567	0.01534400085
568	0.01531346717
569	0.01527067377
570	0.01522481019
571	0.01515393464
572	0.01512002292
573	0.01508131554
574	0.01504311108
575	0.01501168347
576	0.0149733987
577	0.01495781784
578	0.01493708865
579	0.01491200423
580	0.01487961091
581	0.01483400261
582	0.01479027407
583	0.0147437268
584	0.01470561757
585	0.01465682927
586	0.01463835673
587	0.01459700488
588	0.01456728987
589	0.01455798449
590	0.01452660249
591	0.01448990925
592	0.01446816045
593	0.01441643805
594	0.01436735064
595	0.0143322586
596	0.01431698109
597	0.01429148327
598	0.01426595727
599	0.01421488977
600	0.01418909478
601	0.01417626106
602	0.01412913483
603	0.01409227987
604	0.01408147619
605	0.01405992191
606	0.01402370493
607	0.01399031841
608	0.01395987489
609	0.01393434305
610	0.01389226205
611	0.01387248737
612	0.01383525947
613	0.01380291737
614	0.01377749949
615	0.01374332054
616	0.01369092998
617	0.01366073089
618	0.01363430889
619	0.0136095638
620	0.01358346454
621	0.01355711305
622	0.01351387033
623	0.01349490871
624	0.0134769734
625	0.01345871652
626	0.01344085885
627	0.01342515019
628	0.01340434115
629	0.01336554223
630	0.01334007534
631	0.01331867093
632	0.01329833661
633	0.0132864166
634	0.01327119562
635	0.01325072098
636	0.01322721798
637	0.01320644554
638	0.01317211314
639	0.01314481726
640	0.01308917819
641	0.01305173172
642	0.01303126689
643	0.01300172893
644	0.01296732513
645	0.01293566196
646	0.01290443512
647	0.01288369369
648	0.01285199977
649	0.01282555217
650	0.01278870134
651	0.01274054892
652	0.0127102699
653	0.0126833556
654	0.01265644935
655	0.01262319768
656	0.0125873567
657	0.01256694489
658	0.01254104958
659	0.01248615748
660	0.01246788585
661	0.01245928396
662	0.01241347609
663	0.01239932038
664	0.01237164445
665	0.01233120233
666	0.01230161659
667	0.01228454684
668	0.01225908507
669	0.01224109258
670	0.01223335702
671	0.0122013
672	0.01218577511
673	0.01215233468
674	0.01214007505
675	0.01210001202
676	0.01208172561
677	0.01206132845
678	0.01204444524
679	0.01202978272
680	0.01201047333
681	0.01198818998
682	0.01197100042
683	0.01193644998
684	0.01191752472
685	0.01188200779
686	0.01186852096
687	0.01184652738
688	0.01181911356
689	0.01178932676
690	0.01178400924
691	0.01174630983
692	0.01172534115
693	0.01170552968
694	0.01166262858
695	0.01165142982
696	0.01164410355
697	0.01162120861
698	0.01158393699
699	0.01157380972
700	0.01155448937
701	0.01152775843
702	0.01149765585
703	0.01147167189
704	0.01144041603
705	0.0114172909
706	0.01138620008
707	0.01136656148
708	0.01133710893
709	0.01133027758
710	0.01128229416
711	0.01126654557
712	0.01122170297
713	0.01118828278
714	0.01116461339
715	0.01114034577
716	0.01112170286
717	0.0110955587
718	0.01108121025
719	0.01105359807
720	0.01103226398
721	0.01100303441
722	0.01098494679
723	0.01096984205
724	0.01093896569
725	0.01090969867
726	0.01088500714
727	0.01085872402
728	0.01084029988
729	0.01082732863
730	0.01081262549
731	0.0107980771
732	0.01078109647
733	0.01073669481
734	0.01070727545
735	0.01069303009
736	0.01066818705
737	0.01062920007
738	0.01059736094
739	0.01056919411
740	0.0105512989
741	0.01054537797
742	0.01054021979
743	0.01052774636
744	0.01049541666
745	0.01047935421
746	0.01046194839
747	0.01043986267
748	0.01042150802
749	0.01040118427
750	0.01039944423
751	0.0103851167
752	0.01037065402
753	0.01035271768
754	0.0103299154
755	0.0102955636
756	0.01027358194
757	0.01024982674
758	0.01022384546
759	0.01021755537
760	0.01019542027
761	0.01017841308
762	0.01016564575
763	0.01014365763
764	0.010128571
765	0.01011691252
766	0.01009948135
767	0.01007075276
768	0.01004009015
769	0.01003326577
770	0.01001489368
771	0.009997023773
772	0.009985190033
773	0.009966288502
774	0.009957887669
775	0.009949061327
776	0.009939829055
777	0.009913757461
778	0.009889987755
779	0.009869553543
780	0.009843242037
781	0.009815305264
782	0.009792310047
783	0.009764112902
784	0.009752653779
785	0.009737000013
786	0.009730299375
787	0.0097231181
788	0.009709576893
789	0.009683880707
790	0.009660966013
791	0.009655150651
792	0.009638448987
793	0.009618444175
794	0.009588428897
795	0.009574648561
796	0.009569953229
797	0.009548551733
798	0.009534266803
799	0.009514068522
800	0.009489275672
801	0.009467807905
802	0.009448835909
803	0.009426593928
804	0.00941159356
805	0.009404813105
806	0.009395652541
807	0.009364492776
808	0.009336980505
809	0.009315076816
810	0.009294980823
811	0.009277604608
812	0.009266268309
813	0.009252178016
814	0.009231408296
815	0.009218217608
816	0.009206386924
817	0.009201542586
818	0.009189708715
819	0.009170259273
820	0.009155316499
821	0.009140113818
822	0.009126078455
823	0.009112566451
824	0.009096723484
825	0.009084686625
826	0.009070238317
827	0.009060616806
828	0.009052469268
829	0.009039807377
830	0.00902422552
831	0.009004856065
832	0.008985941012
833	0.00896578351
834	0.008950631808
835	0.00893340807
836	0.008920948064
837	0.00890157237
838	0.00888535019
839	0.008878485434
840	0.008867335561
841	0.008853123058
842	0.00884097625
843	0.008833836983
844	0.008820616627
845	0.00881316621
846	0.008792070106
847	0.008778516479
848	0.008759934185
849	0.008750798926
850	0.00872916777
851	0.008720136836
852	0.008702841865
853	0.008695540901
854	0.008681834855
855	0.008660731151
856	0.008639995462
857	0.00862892674
858	0.008613262923
859	0.00860304641
860	0.008585800598
861	0.008565766726
862	0.00855197683
863	0.008545339678
864	0.008523165619
865	0.008518695827
866	0.008516966734
867	0.008504765919
868	0.008482666247
869	0.008473060995
870	0.008457966404
871	0.008452262151
872	0.008438270424
873	0.00842974767
874	0.008409662541
875	0.008401769647
876	0.008391739849
877	0.008380810467
878	0.008365013582
879	0.00835530043
880	0.008337513304
881	0.008321917992
882	0.008296991158
883	0.008275609604
884	0.008270870208
885	0.008260130952
886	0.008241962141
887	0.008228104332
888	0.008212709246
889	0.008197814122
890	0.008177927376
891	0.008170506959
892	0.008150265211
893	0.008138751889
894	0.008128314171
895	0.008109206213
896	0.00809046702
897	0.008072960346
898	0.008056290332
899	0.008041802803
900	0.008024263227
901	0.008011088636
902	0.007989196936
903	0.007981556605
904	0.007976881521
905	0.007958598278
906	0.007943880059
907	0.007929367331
908	0.007913356045
909	0.007907491086
910	0.007903994232
911	0.007882290773
912	0.00787092211
913	0.007859482426
914	0.007852569414
915	0.00784996347
916	0.007829104064
917	0.007820667557
918	0.007809153353
919	0.007796309183
920	0.007790766139
921	0.007776509178
922	0.007767305117
923	0.007753263327
924	0.00774887921
925	0.007741486394
926	0.007732504094
927	0.007723603224
928	0.00771377319
929	0.007706132501
930	0.007688455517
931	0.007677510476
932	0.007666957136
933	0.007658258308
934	0.007649080279
935	0.007644026686
936	0.007626698128
937	0.007617118934
938	0.007606895496
939	0.00760424497
940	0.007586818726
941	0.007578869687
942	0.007554440662
943	0.007542341475
944	0.007526832356
945	0.007518458163
946	0.007514240357
947	0.007499690134
948	0.007486533499
949	0.007472682904
950	0.007455153004
951	0.007434974186
952	0.007429427517
953	0.007418628669
954	0.007409205631
955	0.007400666385
956	0.007384213587
957	0.00737591264
958	0.007363681045
959	0.007352602683
960	0.007343571734
961	0.007331390928
962	0.007323365898
963	0.007314695716
964	0.0073094972
965	0.007298694617
966	0.007288521793
967	0.007275312763
968	0.007266428884
969	0.007259984611
970	0.007251126745
971	0.007247543078
972	0.007239121893
973	0.007228957914
974	0.007217051028
975	0.007205344242
976	0.007186641791
977	0.007180667097
978	0.007174103159
979	0.007167741641
980	0.007155794979
981	0.007145061517
982	0.007139885907
983	0.007130092864
984	0.007126760466
985	0.007119565203
986	0.007116088457
987	0.007111652926
988	0.007097820056
989	0.007089424615
990	0.007076923281
991	0.007066880527
992	0.007058761124
993	0.007048093322
994	0.007033746866
995	0.007030103257
996	0.007025658288
997	0.007017231872
998	0.007014805597
999	0.007003556451
